,src,dest,weight
18015,10.84,11.05,0.8203197206629147
18017,10.84,11.07,0.8018988900869748
18018,10.84,12.00,0.7825961793946952
18047,10.84,17.21,0.819760027638802
18076,10.84,22.22,0.784426412187899
18092,10.84,23.51,0.7792616412521286
18093,10.84,23.52,0.7844825496809955
18126,10.84,25.91,0.7763038371813951
18200,10.84,38.11,0.7502346925100387
18224,10.85,01.22,0.797141179617887
18268,10.85,10.39,0.7625410651596696
18277,10.85,10.73,0.9999999999999998
18494,10.86,01.13,0.7578349161051987
18509,10.86,01.41,0.7737698159289175
18510,10.86,01.42,0.7738017749863167
18540,10.86,10.13,0.8820480836890237
18544,10.86,10.39,0.753494679482436
18546,10.86,10.42,0.7519594914546046
18547,10.86,10.51,0.8304885475550553
18548,10.86,10.52,0.7864103756455132
18549,10.86,10.61,0.9462168968128624
18551,10.86,10.71,0.754773960810716
18552,10.86,10.72,0.754773960810716
18555,10.86,10.82,0.759515014782306
18557,10.86,10.84,0.7530956257140264
18560,10.86,10.89,0.9777077944154536
18561,10.86,10.91,0.8212451377934407
18562,10.86,10.92,0.8226431777503596
18567,10.86,11.05,0.8114591446721631
18569,10.86,11.07,0.7928209549801384
18592,10.86,16.21,0.7637130000101788
18616,10.86,20.41,0.7927557885524745
18627,10.86,22.21,0.7545961682067461
18651,10.86,23.69,0.7711685179650213
18678,10.86,25.91,0.766128653848531
18679,10.86,25.92,0.7912073410911584
18770,10.89,01.13,0.7577871274093503
18792,10.89,01.49,0.7507216712772755
18814,10.89,10.11,0.7739426158088378
18816,10.89,10.13,0.8279389994547436
18823,10.89,10.51,0.8244917723747226
18824,10.89,10.52,0.7616981655878513
18825,10.89,10.61,0.9419448855831418
18826,10.89,10.62,0.7610584897758581
18831,10.89,10.82,0.7570569829637144
18835,10.89,10.86,0.9777077944154536
18837,10.89,10.91,0.8165949376977559
18838,10.89,10.92,0.8165191635725983
18843,10.89,11.05,0.7714689966818955
18892,10.89,20.41,0.7867118806819944
18927,10.89,23.69,0.7560625893537445
18955,10.89,25.92,0.7797233403629857
19092,10.91,10.13,0.8235809632727598
19099,10.91,10.51,0.7941243942456477
19100,10.91,10.52,0.7536437791600661
19101,10.91,10.61,0.8161414164377537
19111,10.91,10.86,0.8212451377934407
19112,10.91,10.89,0.8165949376977559
19114,10.91,10.92,0.9991289689958749
19119,10.91,11.05,0.8214610509844908
19168,10.91,20.41,0.7745656389356772
19230,10.91,25.91,0.7808272555137525
19231,10.91,25.92,0.824664625642826
19311,10.91,58.19,0.7658067195493818
19368,10.92,10.13,0.8292520012184306
19375,10.92,10.51,0.795234673482879
19376,10.92,10.52,0.7567510501160637
19377,10.92,10.61,0.8145614255132043
19387,10.92,10.86,0.8226431777503596
19388,10.92,10.89,0.8165191635725983
19389,10.92,10.91,0.9991289689958749
19395,10.92,11.05,0.8236879649859575
19444,10.92,20.41,0.7746138373055992
19506,10.92,25.91,0.7829518566422381
19507,10.92,25.92,0.8264222937536765
19587,10.92,58.19,0.7696441475985647
19882,11.02,01.24,0.7822691215949169
19946,11.02,11.04,0.8173517724412087
20196,11.03,10.13,0.7882259831341678
20203,11.03,10.51,0.7915522182555553
20204,11.03,10.52,0.7719138465105556
20223,11.03,11.05,0.7603840101315378
20496,11.04,11.02,0.8173517724412087
20702,11.05,01.13,0.7518755320971189
20712,11.05,01.26,0.7577000276451658
20717,11.05,01.41,0.8010414423127634
20718,11.05,01.42,0.8017534401973099
20723,11.05,01.47,0.7756536355759642
20724,11.05,01.49,0.7783594966886103
20725,11.05,01.50,0.7547027042207779
20748,11.05,10.13,0.8650647511836813
20751,11.05,10.32,0.7810665063619215
20754,11.05,10.42,0.750502605417247
20755,11.05,10.51,0.8131375423376372
20756,11.05,10.52,0.8577391729139423
20757,11.05,10.61,0.8059564493433269
20759,11.05,10.71,0.8547141129169673
20760,11.05,10.72,0.8547141129169673
20762,11.05,10.81,0.7964739487226251
20763,11.05,10.82,0.7641257618207236
20765,11.05,10.84,0.8203197206629147
20767,11.05,10.86,0.8114591446721631
20768,11.05,10.89,0.7714689966818955
20769,11.05,10.91,0.8214610509844908
20770,11.05,10.92,0.8236879649859575
20773,11.05,11.03,0.7603840101315378
20777,11.05,11.07,0.9190015264068891
20778,11.05,12.00,0.7613064361508539
20800,11.05,16.21,0.7626878681158819
20801,11.05,16.22,0.7534403742457247
20807,11.05,17.21,0.8232928691840566
20823,11.05,20.30,0.7751409516584056
20824,11.05,20.41,0.8061205902971713
20835,11.05,22.21,0.7547234494987557
20836,11.05,22.22,0.8362011385046575
20852,11.05,23.51,0.7697561117706492
20853,11.05,23.52,0.7607530245860417
20859,11.05,23.69,0.7796034367346956
20877,11.05,25.11,0.769530384224354
20878,11.05,25.12,0.77073976392636
20886,11.05,25.91,0.8132329320481286
20887,11.05,25.92,0.8102234671595125
20957,11.05,35.11,0.8429950074588066
20960,11.05,38.11,0.7955012652755378
20965,11.05,58.13,0.7572218526078852
20966,11.05,58.14,0.7572218526078852
20967,11.05,58.19,0.7855550973042038
21022,11.06,10.11,0.7682959426347006
21198,11.06,28.30,0.7791365739649003
21209,11.06,29.20,0.7596780505274753
21254,11.07,01.13,0.7550851753902375
21264,11.07,01.26,0.7855368281201713
21269,11.07,01.41,0.759476172327039
21270,11.07,01.42,0.7608161839550666
21300,11.07,10.13,0.8284561360245175
21303,11.07,10.32,0.7746411705070446
21304,11.07,10.39,0.7566166766340559
21308,11.07,10.52,0.8367267260715128
21309,11.07,10.61,0.7838809901981312
21311,11.07,10.71,0.8120147878565476
21312,11.07,10.72,0.8120147878565476
21314,11.07,10.81,0.775170533576333
21317,11.07,10.84,0.8018988900869748
21319,11.07,10.86,0.7928209549801384
21327,11.07,11.05,0.9190015264068891
21353,11.07,16.22,0.7569214490638625
21354,11.07,16.23,0.7575522745175101
21359,11.07,17.21,0.8091622362959054
21376,11.07,20.41,0.784803325582591
21387,11.07,22.21,0.7577189254194733
21388,11.07,22.22,0.8099460424507191
21404,11.07,23.51,0.8058666435778046
21405,11.07,23.52,0.7733172203454595
21406,11.07,23.61,0.7662728604588
21411,11.07,23.69,0.7780086629422553
21429,11.07,25.11,0.8009913112608862
21430,11.07,25.12,0.800156809650794
21438,11.07,25.91,0.7953157760326847
21439,11.07,25.92,0.7644957925310516
21509,11.07,35.11,0.8037528224544288
21530,12.00,01.13,0.7568405731438319
21532,12.00,01.15,0.8816930664081037
21536,12.00,01.22,0.8116092250264235
21540,12.00,01.26,0.8155917521136553
21541,12.00,01.27,0.7505069180203292
21552,12.00,01.49,0.7737716576593516
21557,12.00,03.11,0.7563729686024774
21558,12.00,03.12,0.7563729686024774
21572,12.00,08.93,0.7571438944224387
21579,12.00,10.32,0.7624352174805664
21580,12.00,10.39,0.8167059261167986
21585,12.00,10.61,0.7537129198973282
21587,12.00,10.71,0.8003078713242914
21588,12.00,10.72,0.8003078713242914
21590,12.00,10.81,0.757223280794098
21592,12.00,10.83,0.7676024779896553
21593,12.00,10.84,0.7825961793946952
21603,12.00,11.05,0.7613064361508539
21617,12.00,14.12,0.7983001740346823
21618,12.00,14.13,0.7764291194334183
21619,12.00,14.14,0.7943266600367269
21623,12.00,14.39,0.7733693717748735
21635,12.00,17.21,0.7830341179245005
21680,12.00,23.51,0.7537050697643
21681,12.00,23.52,0.7765589921211111
21809,13.10,01.16,0.9454300368947266
22166,13.20,13.96,0.7632464664044303
22227,13.20,23.41,0.7546808864894614
22270,13.20,25.99,0.8035673031843706
22716,13.92,13.94,0.7583997510081342
22720,13.92,14.11,0.7839537933703876
22721,13.92,14.12,0.8276383092484237
22722,13.92,14.13,0.8586154409068947
22723,13.92,14.14,0.831263032613321
22724,13.92,14.19,0.8343905462961909
22726,13.92,14.31,0.8174434400147508
22727,13.92,14.39,0.7901786017827412
22730,13.92,15.20,0.8082450403552628
22876,13.92,31.01,0.7611862268528261
22877,13.92,31.02,0.7611862268528261
22878,13.92,31.03,0.8300574246216847
22879,13.92,31.09,0.7645465833732354
22884,13.92,32.30,0.8315263170158653
23213,13.94,03.11,0.7572646525510071
23214,13.94,03.12,0.7572646525510071
23233,13.94,10.20,0.804987809504925
23266,13.94,13.92,0.7583997510081342
23273,13.94,14.12,0.7850474899799864
23274,13.94,14.13,0.7824790373644157
23275,13.94,14.14,0.8105051080822958
23279,13.94,14.39,0.7656324147349602
23430,13.94,31.03,0.7568904541983053
23816,13.96,13.20,0.7632464664044303
23924,13.96,25.93,0.7623324777846507
24370,14.11,13.92,0.7839537933703876
24377,14.11,14.12,0.8036154522439657
24378,14.11,14.13,0.8235801511919405
24379,14.11,14.14,0.8206741433977707
24380,14.11,14.19,0.9290449173868551
24383,14.11,14.39,0.7906291527021168
24386,14.11,15.20,0.8292972241090011
24540,14.11,32.30,0.8593993841586105
24544,14.11,32.99,0.8303833419016206
24568,14.12,01.15,0.8239338363989366
24576,14.12,01.26,0.814247108746876
24616,14.12,10.39,0.7923379825817913
24623,14.12,10.71,0.7665590360093
24624,14.12,10.72,0.7665590360093
24642,14.12,12.00,0.7983001740346823
24646,14.12,13.92,0.8276383092484237
24648,14.12,13.94,0.7850474899799864
24652,14.12,14.11,0.8036154522439657
24654,14.12,14.13,0.9885600604539914
24655,14.12,14.14,0.9813539931002409
24656,14.12,14.19,0.9098977219635386
24658,14.12,14.31,0.8385295628702976
24659,14.12,14.39,0.9565934873177144
24662,14.12,15.20,0.8324131181383061
24671,14.12,17.21,0.8182548409613946
24700,14.12,22.22,0.7657207909717245
24716,14.12,23.51,0.7669154595480189
24768,14.12,27.31,0.7966196353020687
24769,14.12,27.32,0.8081420607144665
24816,14.12,32.30,0.8352157846034859
24844,14.13,01.15,0.7996879463466671
24852,14.13,01.26,0.7929330779847326
24892,14.13,10.39,0.7712221105960327
24918,14.13,12.00,0.7764291194334183
24922,14.13,13.92,0.8586154409068947
24924,14.13,13.94,0.7824790373644157
24928,14.13,14.11,0.8235801511919405
24929,14.13,14.12,0.9885600604539914
24931,14.13,14.14,0.9836321533704528
24932,14.13,14.19,0.9164091334898816
24934,14.13,14.31,0.8486511644711602
24935,14.13,14.39,0.9584450187385566
24938,14.13,15.20,0.8564401886428243
24947,14.13,17.21,0.7754938313751365
25044,14.13,27.31,0.7822858640631438
25045,14.13,27.32,0.7916207771368089
25092,14.13,32.30,0.8579208099167238
25120,14.14,01.15,0.823071979555179
25124,14.14,01.22,0.7552543207466786
25128,14.14,01.26,0.8091697945170532
25145,14.14,03.11,0.7522560693257029
25146,14.14,03.12,0.7522560693257029
25165,14.14,10.20,0.7538179451947211
25168,14.14,10.39,0.7940687340219942
25194,14.14,12.00,0.7943266600367269
25198,14.14,13.92,0.831263032613321
25200,14.14,13.94,0.8105051080822958
25204,14.14,14.11,0.8206741433977707
25205,14.14,14.12,0.9813539931002409
25206,14.14,14.13,0.9836321533704528
25208,14.14,14.19,0.9164891956571015
25210,14.14,14.31,0.8244064275294745
25211,14.14,14.39,0.971858976176267
25214,14.14,15.20,0.8321256512107067
25223,14.14,17.21,0.7761667479519148
25268,14.14,23.51,0.7500525278239983
25320,14.14,27.31,0.7762357391913883
25321,14.14,27.32,0.7840239866671416
25368,14.14,32.30,0.8347552282383663
25474,14.19,13.92,0.8343905462961909
25480,14.19,14.11,0.9290449173868551
25481,14.19,14.12,0.9098977219635386
25482,14.19,14.13,0.9164091334898816
25483,14.19,14.14,0.9164891956571015
25486,14.19,14.31,0.7745647168656931
25487,14.19,14.39,0.8988799200955008
25490,14.19,15.20,0.8617364528701194
25644,14.19,32.30,0.8825410401142402
25648,14.19,32.99,0.7648648216532006
26026,14.31,13.92,0.8174434400147508
26033,14.31,14.12,0.8385295628702976
26034,14.31,14.13,0.8486511644711602
26035,14.31,14.14,0.8244064275294745
26036,14.31,14.19,0.7745647168656931
26039,14.31,14.39,0.786283271882037
26042,14.31,15.20,0.7602389032964969
26121,14.31,25.11,0.7715776667774268
26122,14.31,25.12,0.7764563192247887
26148,14.31,27.31,0.7558080162888761
26149,14.31,27.32,0.7723898651222765
26150,14.31,27.33,0.7547115212471318
26153,14.31,27.52,0.7696675821406389
26188,14.31,31.01,0.8557144760105415
26189,14.31,31.02,0.8557144760105415
26190,14.31,31.03,0.8117808573870366
26191,14.31,31.09,0.8413348508642826
26196,14.31,32.30,0.7722563976974655
26224,14.39,01.15,0.8257612736617315
26228,14.39,01.22,0.7540796796299452
26232,14.39,01.26,0.783152505659622
26272,14.39,10.39,0.7967532848274472
26298,14.39,12.00,0.7733693717748735
26302,14.39,13.92,0.7901786017827412
26304,14.39,13.94,0.7656324147349602
26308,14.39,14.11,0.7906291527021168
26309,14.39,14.12,0.9565934873177144
26310,14.39,14.13,0.9584450187385566
26311,14.39,14.14,0.971858976176267
26312,14.39,14.19,0.8988799200955008
26314,14.39,14.31,0.786283271882037
26318,14.39,15.20,0.8222032626853077
26327,14.39,17.21,0.7627037848083169
26424,14.39,27.31,0.7841719017510095
26425,14.39,27.32,0.7906231258681818
26472,14.39,32.30,0.8260566515364905
26500,15.11,01.15,0.7805155520296256
26548,15.11,10.39,0.751086910546015
26969,15.12,26.52,0.7506526547154874
27022,15.12,32.13,0.751397890145302
27028,15.12,32.99,0.7956325108660923
27130,15.20,13.92,0.8082450403552628
27136,15.20,14.11,0.8292972241090011
27137,15.20,14.12,0.8324131181383061
27138,15.20,14.13,0.8564401886428243
27139,15.20,14.14,0.8321256512107067
27140,15.20,14.19,0.8617364528701194
27142,15.20,14.31,0.7602389032964969
27143,15.20,14.39,0.8222032626853077
27300,15.20,32.30,0.9542502570216969
27341,16.10,01.41,0.7771997040468643
27342,16.10,01.42,0.7754621766755752
27348,16.10,01.49,0.7519815743594928
27349,16.10,01.50,0.7530607571412034
27351,16.10,02.20,0.9755045940160005
27424,16.10,16.21,0.8571448428545494
27425,16.10,16.22,0.8092027243511146
27426,16.10,16.23,0.784910711402221
27443,16.10,20.15,0.820843564187604
27478,16.10,23.61,0.7599435433192441
27581,16.10,35.11,0.8033653149872766
27617,16.21,01.41,0.7980558960526376
27618,16.21,01.42,0.7938523115211218
27627,16.21,02.20,0.827359868717694
27648,16.21,10.13,0.8070697182338903
27654,16.21,10.42,0.7781741596277582
27655,16.21,10.51,0.761644288786015
27667,16.21,10.86,0.7637130000101788
27675,16.21,11.05,0.7626878681158819
27699,16.21,16.10,0.8571448428545494
27701,16.21,16.22,0.8806355834855323
27702,16.21,16.23,0.8284700725698387
27719,16.21,20.15,0.7667645217214978
27753,16.21,23.52,0.7547058909029141
27754,16.21,23.61,0.8003053447766788
27759,16.21,23.69,0.8305846982273013
27767,16.21,24.33,0.7516531977224659
27777,16.21,25.11,0.8351349517411892
27778,16.21,25.12,0.8317875183277121
27806,16.21,27.33,0.8031102970806863
27809,16.21,27.52,0.7612554477945774
27844,16.21,31.01,0.7794681486338859
27845,16.21,31.02,0.7794681486338859
27857,16.21,35.11,0.7624821254979903
27893,16.22,01.41,0.7640915248048004
27894,16.22,01.42,0.7610838691156249
27903,16.22,02.20,0.7874799725640433
27924,16.22,10.13,0.7950510653044582
27930,16.22,10.42,0.7678788750400921
27951,16.22,11.05,0.7534403742457247
27953,16.22,11.07,0.7569214490638625
27975,16.22,16.10,0.8092027243511146
27976,16.22,16.21,0.8806355834855323
27978,16.22,16.23,0.9147318798819724
27983,16.22,17.21,0.7700892489892195
28030,16.22,23.61,0.8577332618561538
28035,16.22,23.69,0.8456178920883983
28043,16.22,24.33,0.820317450266798
28053,16.22,25.11,0.9151036263503175
28054,16.22,25.12,0.9120379518187481
28055,16.22,25.21,0.780078803023398
28062,16.22,25.91,0.7784733294638586
28063,16.22,25.92,0.778041211623721
28080,16.22,27.31,0.7693165220167366
28081,16.22,27.32,0.7775819077434195
28082,16.22,27.33,0.8631564311486013
28085,16.22,27.52,0.7870099090217879
28109,16.22,29.20,0.7837491702845845
28119,16.22,30.99,0.8171225322222876
28120,16.22,31.01,0.8537655805148452
28121,16.22,31.02,0.8537655805148452
28123,16.22,31.09,0.8073514942512441
28133,16.22,35.11,0.7611242607537227
28169,16.23,01.41,0.7721471511087761
28170,16.23,01.42,0.7678852237085213
28179,16.23,02.20,0.7679175068188906
28200,16.23,10.13,0.7826685757516469
28206,16.23,10.42,0.7529929248483211
28229,16.23,11.07,0.7575522745175101
28251,16.23,16.10,0.784910711402221
28252,16.23,16.21,0.8284700725698387
28253,16.23,16.22,0.9147318798819724
28259,16.23,17.21,0.7988160447429048
28306,16.23,23.61,0.9813339508020834
28311,16.23,23.69,0.8294699872474303
28319,16.23,24.33,0.8009693014248573
28329,16.23,25.11,0.9390086074628103
28330,16.23,25.12,0.8956591536984765
28332,16.23,25.29,0.7638619746329962
28338,16.23,25.91,0.7793260603192369
28339,16.23,25.92,0.7575522705019202
28356,16.23,27.31,0.7723450003318287
28357,16.23,27.32,0.7871889230530696
28358,16.23,27.33,0.8083423427434043
28385,16.23,29.20,0.7614817060258294
28395,16.23,30.99,0.8126367227122224
28396,16.23,31.01,0.8028340372709517
28397,16.23,31.02,0.8028340372709517
28399,16.23,31.09,0.7636737907012817
28409,16.23,35.11,0.7543292834199329
28731,16.29,02.20,0.7510648831041997
29376,17.12,20.16,0.7630197758088644
29417,17.12,23.91,0.7510009864882088
29419,17.12,24.10,0.7514416559594979
29422,17.12,24.32,0.8342854262564159
29471,17.12,28.15,0.7575946297304145
29478,17.12,28.30,0.778123290067906
29482,17.12,28.92,0.7929768609031738
29544,17.21,01.26,0.8150820987353591
29556,17.21,01.49,0.7595834175940266
29580,17.21,10.13,0.7543743007900594
29584,17.21,10.39,0.7509269074041391
29586,17.21,10.42,0.7713385935230113
29588,17.21,10.52,0.8023558012422722
29591,17.21,10.71,0.853955080226322
29592,17.21,10.72,0.853955080226322
29597,17.21,10.84,0.819760027638802
29607,17.21,11.05,0.8232928691840566
29609,17.21,11.07,0.8091622362959054
29610,17.21,12.00,0.7830341179245005
29621,17.21,14.12,0.8182548409613946
29622,17.21,14.13,0.7754938313751365
29623,17.21,14.14,0.7761667479519148
29627,17.21,14.39,0.7627037848083169
29633,17.21,16.22,0.7700892489892195
29634,17.21,16.23,0.7988160447429048
29656,17.21,20.41,0.7837591903262999
29667,17.21,22.21,0.76844638693143
29668,17.21,22.22,0.8451716812581068
29684,17.21,23.51,0.7778332256773139
29686,17.21,23.61,0.8121667142907532
29691,17.21,23.69,0.7965325501487712
29709,17.21,25.11,0.8194720618828928
29710,17.21,25.12,0.8084043771426405
29712,17.21,25.29,0.7732519193369467
29718,17.21,25.91,0.863287161291351
29719,17.21,25.92,0.7885789062181126
29736,17.21,27.31,0.7642863513452826
29737,17.21,27.32,0.7842919292989903
29789,17.21,35.11,0.7725990410143397
29799,17.21,58.19,0.7841712878455754
29917,17.22,17.23,0.9045872512810123
29919,17.22,17.29,0.833143321636447
30192,17.23,17.22,0.9045872512810123
30195,17.23,17.29,0.8161007108307103
30261,17.23,25.11,0.7531065006672553
30744,17.29,17.22,0.833143321636447
30745,17.29,17.23,0.8161007108307103
30903,17.29,58.19,0.7654046439782131
31041,18.13,20.59,0.7829171179526476
31108,18.13,26.51,0.7642330984300738
31110,18.13,26.60,0.7666461151700135
31124,18.13,28.12,0.7948053310771866
31125,18.13,28.13,0.767439077258553
31126,18.13,28.14,0.7911383362464346
31133,18.13,28.29,0.7809496354830564
31135,18.13,28.41,0.8197784138906618
31140,18.13,28.94,0.8089873481861798
31141,18.13,28.95,0.763820385293358
31143,18.13,28.99,0.8474402609899494
31351,19.10,24.10,0.7734956989324357
31499,19.20,06.10,0.7711618034154625
31500,19.20,06.20,0.8111233667320905
31583,19.20,20.15,0.7743829988565303
31725,19.20,38.12,0.9812233407451864
32134,20.12,20.14,0.7521024664427072
32465,20.13,24.45,0.802454553774092
32466,20.13,24.46,0.9645841255189616
32531,20.13,30.30,0.784820421221117
32684,20.14,20.12,0.7521024664427072
32688,20.14,20.16,0.7987054721092965
32697,20.14,20.59,0.784173498551597
32869,20.15,01.50,0.7841532132275253
32871,20.15,02.20,0.7963847975819245
32897,20.15,10.41,0.7749832686757354
32898,20.15,10.42,0.750883577788971
32943,20.15,16.10,0.820843564187604
32944,20.15,16.21,0.7667645217214978
32958,20.15,19.20,0.7743829988565303
33105,20.15,38.12,0.7559625636361285
33226,20.16,17.12,0.7630197758088644
33238,20.16,20.14,0.7987054721092965
33249,20.16,20.59,0.7701296050652143
33286,20.16,24.32,0.7659273518147232
33525,20.17,20.59,0.7991093703010381
33607,20.17,28.11,0.7533090226661023
33609,20.17,28.13,0.7840319581859395
34004,20.30,10.52,0.7907218180261095
34023,20.30,11.05,0.7751409516584056
34072,20.30,20.41,0.8009818665417657
34073,20.30,20.42,0.7597754448724172
34083,20.30,22.21,0.8470245631349005
34134,20.30,25.91,0.7783170043101093
34135,20.30,25.92,0.783972831656822
34213,20.30,58.13,0.8129871472126778
34214,20.30,58.14,0.8129871472126778
34215,20.30,58.19,0.8604713049870176
34226,20.41,01.13,0.7526961305782136
34272,20.41,10.13,0.7835840685073994
34275,20.41,10.32,0.7709113384656814
34280,20.41,10.52,0.8776626753548105
34281,20.41,10.61,0.8467781978655715
34283,20.41,10.71,0.8112664832341467
34284,20.41,10.72,0.8112664832341467
34291,20.41,10.86,0.7927557885524745
34292,20.41,10.89,0.7867118806819944
34293,20.41,10.91,0.7745656389356772
34294,20.41,10.92,0.7746138373055992
34299,20.41,11.05,0.8061205902971713
34301,20.41,11.07,0.784803325582591
34331,20.41,17.21,0.7837591903262999
34347,20.41,20.30,0.8009818665417657
34359,20.41,22.21,0.8553064129440411
34360,20.41,22.22,0.7973915416755839
34370,20.41,23.32,0.7773456981893099
34383,20.41,23.69,0.7706546730928914
34391,20.41,24.33,0.7711997423465089
34401,20.41,25.11,0.7817526213562287
34402,20.41,25.12,0.7827461680433359
34404,20.41,25.29,0.8407137474232997
34410,20.41,25.91,0.8408707746690953
34411,20.41,25.92,0.8682335391536318
34488,20.41,58.11,0.7541598383170675
34489,20.41,58.13,0.7551565894797991
34490,20.41,58.14,0.7551565894797991
34491,20.41,58.19,0.8313458428467791
34623,20.42,20.30,0.7597754448724172
35071,20.52,01.43,0.7607535117217762
35110,20.52,10.62,0.7943794529592692
35181,20.52,20.59,0.7592262195628962
35269,20.52,28.22,0.7577295194883075
35274,20.52,28.30,0.7681138351363804
35623,20.59,01.43,0.7741002258813916
35716,20.59,18.13,0.7829171179526476
35722,20.59,20.14,0.784173498551597
35724,20.59,20.16,0.7701296050652143
35725,20.59,20.17,0.7991093703010381
35731,20.59,20.52,0.7592262195628962
35735,20.59,21.10,0.7643696044310839
35736,20.59,21.20,0.7565197540430035
35777,20.59,24.45,0.8279275334190386
35797,20.59,26.20,0.7637740677712639
35800,20.59,26.51,0.8013186628438975
35802,20.59,26.60,0.8437177602626603
35804,20.59,26.80,0.7637740677712639
35815,20.59,28.11,0.7701483208404019
35821,20.59,28.22,0.8821975958679111
35825,20.59,28.29,0.7541044428638264
35826,20.59,28.30,0.7835024626905234
35835,20.59,28.99,0.7597705152379128
35843,20.59,30.30,0.76286418787683
35872,20.59,58.29,0.7637740677712639
35873,20.59,59.11,0.763807818799129
35874,20.59,59.20,0.7641712247461626
36285,21.10,20.59,0.7643696044310839
36288,21.10,21.20,0.9965592818100797
36354,21.10,26.60,0.770681119234327
36561,21.20,20.59,0.7565197540430035
36563,21.20,21.10,0.9965592818100797
36630,21.20,26.60,0.7641518256586668
36842,22.11,22.19,0.7615213666100704
37117,22.19,22.11,0.7615213666100704
37124,22.19,23.12,0.7545490610018086
37128,22.19,23.20,0.7740827246228437
37133,22.19,23.43,0.768929952441523
37145,22.19,23.91,0.7814605510564413
37148,22.19,24.20,0.7804766210671936
37149,22.19,24.31,0.7502420392433056
37163,22.19,25.21,0.7632168881426518
37168,22.19,25.72,0.8015703789214106
37172,22.19,25.93,0.7622329004612857
37173,22.19,25.94,0.7514537960163753
37185,22.19,27.11,0.7900102407259058
37190,22.19,27.33,0.7573167410350132
37191,22.19,27.40,0.7606848489494353
37192,22.19,27.51,0.8354580601716571
37197,22.19,28.13,0.815562810396983
37199,22.19,28.15,0.8088152717336186
37204,22.19,28.25,0.8381068085613643
37216,22.19,29.10,0.7989778949991088
37218,22.19,29.31,0.802217358454878
37219,22.19,29.32,0.921153697057528
37222,22.19,30.20,0.7731387040123661
37226,22.19,30.92,0.8224633722269366
37316,22.21,10.52,0.8250598437953607
37317,22.21,10.61,0.7865924933415905
37319,22.21,10.71,0.7861612138391765
37320,22.21,10.72,0.7861612138391765
37327,22.21,10.86,0.7545961682067461
37335,22.21,11.05,0.7547234494987557
37337,22.21,11.07,0.7577189254194733
37367,22.21,17.21,0.76844638693143
37383,22.21,20.30,0.8470245631349005
37384,22.21,20.41,0.8553064129440411
37396,22.21,22.22,0.786981135587193
37414,22.21,23.61,0.7744243508858197
37419,22.21,23.69,0.8223954173560117
37427,22.21,24.33,0.795659809831244
37437,22.21,25.11,0.8135157509681039
37438,22.21,25.12,0.8143087536128366
37440,22.21,25.29,0.8176271436710244
37446,22.21,25.91,0.8213606724190606
37447,22.21,25.92,0.8082338168252835
37524,22.21,58.11,0.7503996373884008
37527,22.21,58.19,0.8046535504530422
37548,22.22,01.26,0.8310125106264077
37553,22.22,01.41,0.7560314182002897
37554,22.22,01.42,0.7515483332548656
37560,22.22,01.49,0.759805978475411
37584,22.22,10.13,0.7910328533868025
37587,22.22,10.32,0.7868286871101461
37588,22.22,10.39,0.773408216169447
37592,22.22,10.52,0.8138655342597882
37593,22.22,10.61,0.7601022583694982
37595,22.22,10.71,0.8658235239788714
37596,22.22,10.72,0.8658235239788714
37598,22.22,10.81,0.7612582492460611
37601,22.22,10.84,0.784426412187899
37611,22.22,11.05,0.8362011385046575
37613,22.22,11.07,0.8099460424507191
37625,22.22,14.12,0.7657207909717245
37643,22.22,17.21,0.8451716812581068
37660,22.22,20.41,0.7973915416755839
37671,22.22,22.21,0.786981135587193
37688,22.22,23.51,0.7835819889059559
37689,22.22,23.52,0.7750594240439828
37690,22.22,23.61,0.7531508615329423
37695,22.22,23.69,0.8058163749832312
37713,22.22,25.11,0.7764782001152983
37714,22.22,25.12,0.778657207072983
37716,22.22,25.29,0.7661448680595221
37722,22.22,25.91,0.7987029895620541
37723,22.22,25.92,0.7771380910862641
37793,22.22,35.11,0.7682458924939911
37803,22.22,58.19,0.7558908279740428
37979,22.23,24.33,0.7709715957701131
37989,22.23,25.11,0.7965160892864135
37990,22.23,25.12,0.8113755532747746
38018,22.23,27.33,0.834748895411775
38020,22.23,27.51,0.791613092070319
38032,22.23,28.25,0.7684500881567798
38056,22.23,31.01,0.7659715597905623
38057,22.23,31.02,0.7659715597905623
38231,22.29,23.19,0.7918627298409389
38295,22.29,27.40,0.8609692331161329
38774,23.12,22.19,0.7545490610018086
38784,23.12,23.20,0.8052829261192305
38824,23.12,25.72,0.7673519937145865
38847,23.12,27.40,0.8252036003465861
38848,23.12,27.51,0.7922981618977973
38849,23.12,27.52,0.7524456826286637
38860,23.12,28.25,0.7699336430302294
38873,23.12,29.20,0.7582982075486102
38875,23.12,29.32,0.8004201570937375
38882,23.12,30.92,0.7585858371683729
39059,23.13,23.19,0.7974913976063432
39122,23.13,27.33,0.7547844305651922
39125,23.13,27.52,0.7600035050520508
39425,23.14,29.20,0.7664544844257586
39606,23.19,22.29,0.7918627298409389
39609,23.19,23.13,0.7974913976063432
39675,23.19,27.40,0.7810433050249819
39878,23.20,22.19,0.7740827246228437
39884,23.20,23.12,0.8052829261192305
39905,23.20,23.91,0.7547568748148925
39908,23.20,24.20,0.7796325648460227
39909,23.20,24.31,0.8002452732351821
39910,23.20,24.32,0.7763590691811159
39919,23.20,24.51,0.782403972748998
39928,23.20,25.72,0.7749294753750516
